Data_Coleta,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,PrimeiroGenero
2024-01-18 14:17:58,TRIANGLE OF SADNESS,2022,R,18 Sep 2022,147 min,"Comedy, Drama",Ruben Östlund,Ruben Östlund,"Thobias Thorwid, Harris Dickinson, Charlbi Dean",A fashion model celebrity couple join an eventful cruise for the super-rich.,"English, Swedish, German, French, Greek, Tagalog, Akan","United States, Sweden, United Kingdom, Germany, France, Turkey, Denmark, Greece, Switzerland, Mexico",Nominated for 3 Oscars. 24 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BNDRiZjc0ZDMtMjhlYi00ZjAzLTg0MDQtZDI2NGEyYTBlN2M2XkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,7.3,"163,783",tt7322224,movie,22 Nov 2022,"$4,608,096",,,True,,Comedy
2024-01-18 14:17:59,BIOCÊNTRICOS,2022,,,,,"Ataliba Benaim, Fernanda Heinz Figueiredo",,,,,,,https://m.media-amazon.com/images/M/MV5BM2Y2ZmEzMDYtMTZiMC00YTJhLThhZmItOWE1YzQ5NzQ4OWRlXkEyXkFqcGdeQXVyMTA5NTk5NjA0._V1_SX300.jpg,[],,,,tt28536342,movie,,,,,True,,
2024-01-18 14:18:03,PARA'I,2018,,01 Nov 2018,82 min,Drama,Vinicius Toro,Vinicius Toro,"Lucas Augusto Martim, Samara Cristina Pará Mirim O. Martim, Monique Ramos Ara Poty Mattos","Para'í tells the story of a Guarani girl who, by chance, finds a traditional cob of Guarani corn, which she had never seen before. She is fascinated by the beauty of multicolored seeds. During his quest to plant corn seeds, Para'i...",Portuguese,Brazil,,https://m.media-amazon.com/images/M/MV5BNjM4YTQwZWMtMDdlNi00ZTA3LWI4NWMtNzI3ODJmMmJmNjgxXkEyXkFqcGdeQXVyMTI0Nzk5NTQ2._V1_SX300.jpg,[],,,10,tt9643338,movie,,,,,True,,Drama
2024-01-18 14:18:04,THE LAST BUS,2021,,27 Aug 2021,86 min,Drama,Gillies MacKinnon,Joe Ainsworth,"Timothy Spall, Phyllis Logan, Natalie Mitson","After the death of his wife, an aging man travels across the UK by bus to fulfill his pledge to spread her ashes near their first home.",English,"United Kingdom, United Arab Emirates",1 win,https://m.media-amazon.com/images/M/MV5BOGJkMjRjZDMtNDM3MC00YjdiLTlkNzMtNDgzZjI3NTg4YTRhXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37.0,6.6,"3,523",tt9410034,movie,,,,,True,,Drama
2024-01-18 14:18:05,CLOSE,2022,PG-13,01 Nov 2022,104 min,Drama,Lukas Dhont,"Lukas Dhont, Angelo Tijssens","Eden Dambrine, Gustav De Waele, Émilie Dequenne","The intense friendship between two thirteen-year old boys Leo and Remi suddenly gets disrupted. Struggling to understand what has happened, Léo approaches Sophie, Rémi's mother. ""Close"" is a film about friendship and responsibility.","French, Flemish, Dutch, English","Belgium, Netherlands, France",Nominated for 1 Oscar. 52 wins & 68 nominations total,https://m.media-amazon.com/images/M/MV5BODJjYmE1ZTEtNzU0Yi00NjI3LWFjMmQtZWZkNjk2NTQxOGMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,7.8,"31,673",tt9660502,movie,,"$1,100,113",,,True,,Drama
2024-01-18 14:18:07,THE TEXAS CHAIN SAW MASSACRE,1974,R,11 Oct 1974,83 min,Horror,Tobe Hooper,"Kim Henkel, Tobe Hooper","Marilyn Burns, Edwin Neal, Allen Danziger","Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87.0,7.4,"180,460",tt0072271,movie,30 Dec 2014,"$30,859,000",,,True,,Horror
2024-01-18 14:18:07,BROKER,2022,R,08 Jun 2022,129 min,"Comedy, Crime, Drama",Kore-eda Hirokazu,Kore-eda Hirokazu,"Song Kang-ho, Gang Dong-won, Bae Doona","When a young mother reconsiders abandoning her baby, she discovers a scheme selling foundlings for adoption.",Korean,South Korea,11 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BY2UxOTEwOGUtYmFmOS00NTc4LWI0MWMtNGJkZGViY2EwZTgyXkEyXkFqcGdeQXVyNDY5NTQyMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77.0,7.1,"15,469",tt13056052,movie,,"$1,046,899",,,True,,Comedy
2024-01-18 14:18:09,SHORTBUS,2006,Not Rated,20 Oct 2006,101 min,"Comedy, Drama, Romance",John Cameron Mitchell,John Cameron Mitchell,"Sook-Yin Lee, Peter Stickles, PJ DeBoy","A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.",English,United States,7 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BZjkwMTk1OWMtZjg4ZC00YWVlLTkyZGItZTU4ZjQ5NDM0M2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.4,"35,108",tt0367027,movie,,"$2,016,181",,,True,,Comedy
2024-01-18 14:18:12,BARRACO DE FAMÍLIA,2023,,11 May 2023,85 min,Comedy,Mauricio Eça,"Emílio Boechat, Marcos Ferraz, Lena Roque","Cacau Protásio, Lellê, Jeniffer Nascimento",,Portuguese,Brazil,,https://m.media-amazon.com/images/M/MV5BYWExNDNiYTgtMWMxYi00Zjk4LWJkM2UtYjZmYmFmMzM1MGEzXkEyXkFqcGdeQXVyNjcxNTA2Mw@@._V1_SX300.jpg,[],,,25,tt19408362,movie,,,,,True,,Comedy
2024-01-18 14:18:17,A MÃE,2022,,10 Nov 2022,80 min,Drama,Cristiano Burlan,"Cristiano Burlan, Ana Carolina Marinho","Marcelia Cartaxo, Hélio Cícero, Debora Maria da Silva","A single mother lives with her only son. She can't find him when she returns from work. After a relentless search, she finds out that he was killed by the police and his body is missing. She begins a journey for the right to bury ...",Portuguese,Brazil,4 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNDc3MDEzNzgtMmVlNy00ZWU1LTk0ZDctNTYwNjVhMGVlMjFlXkEyXkFqcGdeQXVyMTM1MzAzOQ@@._V1_SX300.jpg,[],,,35,tt17058302,movie,,,,,True,,Drama
2024-01-18 14:18:18,ONE TRUE LOVES,2023,PG-13,14 Apr 2023,100 min,"Comedy, Drama, Romance",Andy Fickman,"Taylor Jenkins Reid, Alex Jenkins Reid","Phillipa Soo, Simu Liu, Luke Bracey",A woman is unexpectedly forced to choose between the husband she has long thought dead and the fiance who has finally brought her back to life.,"English, American Sign ",United States,,https://m.media-amazon.com/images/M/MV5BZjcxNTI5ZTQtZmU3Mi00ODNlLTk2ZWQtZTU5NzQ3MTMyZmI0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,5.4,"1,865",tt14770620,movie,,,,,True,,Comedy
2024-01-18 14:18:20,HOLY SPIDER,2022,,13 Jan 2023,118 min,"Crime, Drama, Thriller",Ali Abbasi,"Ali Abbasi, Afshin Kamran Bahrami, Jonas Wagner","Alice Rahimi, Diana Al Hussen, Soraya Helli","A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",Persian,"Denmark, Germany, France, Sweden, Jordan, Italy",23 wins & 35 nominations,https://m.media-amazon.com/images/M/MV5BZWFkMjBmZmYtMzk2MS00NzRlLWI5MzgtNjkwZmQyMGMwOWQxXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.3,"23,017",tt18550140,movie,21 Feb 2023,"$307,188",,,True,,Crime
2024-01-18 14:18:24,EN ROUE LIBRE,2019,,,,Short,Adèle Bouvier,,"Isabelle Anciaux, Pierre Le Baleur",,,,,https://m.media-amazon.com/images/M/MV5BZjY1ZDc2NmEtZWRjYS00ZGZlLTljZTEtNzliMTc2ZmFiYmFmXkEyXkFqcGdeQXVyNzkwNTE1OTM@._V1_SX300.jpg,[],,,,tt10241776,movie,,,,,True,,Short
2024-01-18 14:18:27,MEU ÁLBUM DE AMORES,2021,,18 Aug 2022,101 min,"Comedy, Musical, Romance",Rafael Gomes,"Vinicius Calderoni, Rafael Gomes, Luna Grimberg","Gabriel Leone, Felipe Frazão, Carla Salle",,Portuguese,Brazil,,https://m.media-amazon.com/images/M/MV5BMGIyMjJlNDEtZjVmNC00NGFkLWEzNTctYjM0ZTBlODcxYzk4XkEyXkFqcGdeQXVyMjA0NzcwNTI@._V1_SX300.jpg,[],,,34,tt9265520,movie,,,,,True,,Comedy
2024-01-18 14:18:29,"RAQUEL 1,1",2022,,12 Mar 2022,90 min,Thriller,Mariana Bastos,Mariana Bastos,"Valentina Herszage, Emílio de Mello, Priscila Bittencourt","Raquel is a teenager who moves with her father to a small town, in search of a new life. During her first days there she believes she is given an important and controversial mission related to the Bible.",Portuguese,Brazil,1 nomination,https://m.media-amazon.com/images/M/MV5BYmRlYmQxODAtOTk4NS00ZmNlLTk2NzUtYWY0MDc4ZmZlYjE4XkEyXkFqcGdeQXVyNTIyNTI3ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",,6.2,146,tt7466970,movie,,,,,True,,Thriller
2024-01-18 14:18:32,ME CHAMA QUE EU VOU,2020,,23 Sep 2020,71 min,Documentary,Joana Mariani,"Eduardo Gripa, Joana Mariani","Sidney Magal, Magali West, Rodrigo West","The most significant moments in the life of the singer, dancer, actor and voice actor Sidney Magal who has become an icon of Brazilian popular music. The man behind the idol, from the point of view of the participants in the story.",Portuguese,Brazil,1 win,https://m.media-amazon.com/images/M/MV5BMmY0YmExMjctYWI0OC00NTczLWEyZTctZDk4Mzg1Y2JkYjdhXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,33,tt13147622,movie,,,,,True,,Documentary
2024-01-18 14:18:38,PALOMA,2022,,05 May 2022,104 min,Drama,Marcelo Gomes,"Gustavo Campos, Marcelo Gomes, Armando Praça","Kika Sena, Patricia Dawson, Samya De Lavor","Paloma, a farm worker, wants a traditional wedding in a church with her boyfriend Zé. The local priest refuses her request. But Paloma, a transgender woman, will fight back for her dream.",Portuguese,"Brazil, Portugal",8 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMmJjOTM3MmMtMjA4NS00MTMyLTk1NmEtMTVkMTZkZGM1OTcxXkEyXkFqcGdeQXVyMTMwNjQxNDU1._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,6.9,244,tt12144262,movie,,,,,True,,Drama
2024-01-18 14:18:41,ALÉM DE NÓS,2023,,23 Mar 2023,,Drama,Rogério Rodrigues,"Romir de Oliveira Rodrigues, Rogério Rodrigues, Ulisses Da Motta","Miguel Coelho, Thiago Lacerda, Clemente Viscaíno",,Portuguese,Brazil,,https://m.media-amazon.com/images/M/MV5BZGY1N2Q1NWQtOTYwYS00ZjQ0LWI5NjgtZmE0NDI0OTViNmVkXkEyXkFqcGdeQXVyMTMxNjE3MzUy._V1_SX300.jpg,[],,,96,tt10951512,movie,,,,,True,,Drama
2024-01-18 14:18:43,LA SYNDICALISTE,2022,,01 Mar 2023,121 min,"Drama, Thriller",Jean-Paul Salomé,"Fadette Drouard, Caroline Michel-Aguirre, Jean-Paul Salomé","Isabelle Huppert, Grégory Gadebois, François-Xavier Demaison",A thriller investigation set in the world of nuclear power and politics.,"French, English, Hungarian","France, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BYjU0YjU5M2MtYjk0Yi00NGE3LTgzMGEtMTA3Mjc1ODlmMTQ4XkEyXkFqcGdeQXVyMTUyNTEwNDMy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.6,"1,163",tt16987062,movie,,"$26,666",,,True,,Drama
2024-01-18 14:19:27,MY NEIGHBOR ADOLF,2022,,12 Jan 2023,96 min,"Comedy, Drama",Leon Prudovsky,"Dmitry Malinsky, Leon Prudovsky","David Hayman, Udo Kier, Olivia Silhavy","South America, 1960. A lonely and grumpy Holocaust survivor convinces himself that his new neighbor is none other than Adolf Hitler. Not being taken seriously, he starts an independent investigation to prove his claim, but when th...","English, German, Yiddish, Spanish","Israel, Poland, Colombia",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BOWMyYTc3NDYtYWM3Ny00NmRmLWI3MTAtZDYxMTY1NDFkYjNjXkEyXkFqcGdeQXVyMjAyNzcwMDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",,6.5,"1,159",tt7175968,movie,,,,,True,,Comedy
2024-01-18 14:19:28,WHEEL OF FORTUNE AND FANTASY,2021,,17 Dec 2021,121 min,"Drama, Romance",Ryûsuke Hamaguchi,Ryûsuke Hamaguchi,"Kotone Furukawa, Ayumu Nakajima, Hyunri","An unexpected love triangle, a failed seduction trap and an encounter that results from a misunderstanding, told in three movements to depict three female characters and trace the trajectories between their choices and regrets.",Japanese,Japan,10 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BZGYwMmJkYjUtMDFiOC00ZGRmLWJkY2YtMjM4MWIyMmRlYmQ3XkEyXkFqcGdeQXVyMTY1NzY2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86.0,7.5,"9,214",tt14034966,movie,,,,,True,,Drama
2024-01-18 14:19:32,SEGUNDO TEMPO,2019,,,90 min,Documentary,"Rogério Zagallo, Marcos Katudjian, Luiz Adelmo Manzano",,,"The film documents the transformation of the old Palestra Itália stadium into Allianz Parque, including the construction and testimonials from 2010 to 2015.",Portuguese,Brazil,,https://m.media-amazon.com/images/M/MV5BZmQ1MWQ0MzMtNTE1ZS00MmQyLTkzMjItYzhlMGI2MWNmZjZiXkEyXkFqcGdeQXVyMTk2NDE3Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",,8.5,8,tt12116556,movie,,,,,True,,Documentary
2024-01-18 14:19:56,OLHA PRA ELAS,2023,,08 May 2023,,Documentary,"Tatiana Sager, Renato Dornelles","Luca Alverdi, Renato Dornelles, Tatiana Sager",,,"Portuguese, English, Spanish",Brazil,,https://m.media-amazon.com/images/M/MV5BNmNiMzBkYzMtNzcxMy00OGNhLThiZmYtZjEwMzhjZGE0ZmZjXkEyXkFqcGdeQXVyMTU3MDA2NjYx._V1_SX300.jpg,[],,,,tt28076802,movie,,,,,True,,Documentary
2024-01-18 14:19:57,JOHN WICK,2014,R,24 Oct 2014,101 min,"Action, Crime, Thriller","Chad Stahelski, David Leitch",Derek Kolstad,"Keanu Reeves, Michael Nyqvist, Alfie Allen",An ex-hitman comes out of retirement to track down the gangsters who killed his dog and stole his car.,"English, Russian, Hungarian","United States, United Kingdom, China",5 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.4,"726,104",tt2911666,movie,07 Jun 2016,"$43,037,835",,,True,,Action
2024-01-18 14:19:58,PINOCCHIO,1940,G,23 Feb 1940,88 min,"Animation, Adventure, Comedy","Norman Ferguson, T. Hee, Wilfred Jackson","Carlo Collodi, Ted Sears, Otto Englander","Dickie Jones, Christian Rub, Mel Blanc","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",English,United States,Won 2 Oscars. 7 wins total,https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '99/100'}]",99.0,7.5,"157,311",tt0032910,movie,10 Jan 2017,"$84,254,167",,,True,,Animation
